sample_id,L_over_D,CD_total,stress_max_MPa,mass_struct_kg,rcs_dbsm,J_norm,Status,rejection_reason,wall_time_s,aero_CL,aero_CD_total,aero_CD_parasitic,aero_CD_induced,aero_CD_wave,aero_L_over_D,aero_oswald_e,struct_stress_max_MPa,struct_delta_tip_m,struct_mass_struct_kg,struct_FI,struct_BF,struct_I_xx_m4,stealth_rcs_dbsm,stealth_rcs_m2,stealth_align_factor,stealth_sweep_factor,stealth_inlet_factor,wing_span,wing_area,wing_AR,body_length,cruise_mach,mass_GTOW,mass_fuel_kg,mass_payload_kg,wing_sweep_LE,inlet_shield,rcs_frontal,stealth_align_deg,vtail_cant_deg,n_max,rank
332,24.8702,0.019106,832.76,1780.9,-10.63,0.664193,Rejected,Stress 833 > 450 MPa; RCS -10.6 > -20.0 dBsm,0.0,0.475171,0.019106,0.011496,0.00761,0.0,24.8702,0.641,832.76,5.4114,1780.9,1.5141,0.6605,6.623e-05,-10.63,0.086506,0.7746,0.9447,0.8353,14.826316849927789,59.14839481699214,14.73389228372845,8.155429246393993,0.7169428168731452,7868.3413807034685,2276.388614956369,938.5280318713664,26.45241445430654,0.4117187109433944,-9.287803909985016,25.3598800257211,20.228020753967904,4.786699717671755,11
56,22.331,0.023217,413.79,2499.1,-4.68,0.667364,Rejected,RCS -4.7 > -20.0 dBsm,0.0,0.51845,0.023217,0.010356,0.012861,0.0,22.331,0.8025,413.79,1.8599,2499.1,0.7523,1.3292,0.00034193,-4.68,0.340428,0.8992,0.9329,0.7995,15.525694067387668,115.27904702476172,8.289828961652317,9.114553331882544,0.722563414899349,16120.859526140388,5799.406296021945,3642.828375468621,27.83135947888627,0.5012661079295824,-4.021608076679929,11.342533094531072,18.842070446177416,3.610385244336301,12
686,16.845,0.036246,170.04,1640.6,-4.95,0.667737,Rejected,RCS -5.0 > -20.0 dBsm,0.0,0.610565,0.036246,0.010937,0.024918,0.000391,16.845,0.8893,170.04,0.2521,1640.6,0.3092,3.2346,0.00059175,-4.95,0.319699,0.8891,0.9096,0.7076,10.225374457455892,77.41045315653548,5.354916851054231,6.710684809124451,0.8961530173620872,12104.761965275797,6723.997619040366,1120.9704830030162,30.55222749439184,0.730905846970405,-2.8646497097288552,12.474947231391871,39.41120275130406,3.948660582550944,13
83,22.2126,0.017327,440.73,2691.4,-7.13,0.671115,Rejected,RCS -7.1 > -20.0 dBsm,0.0,0.384877,0.017327,0.010303,0.007024,0.0,22.2126,0.7996,440.73,1.2752,2691.4,0.8013,1.2479,0.00062008,-7.13,0.193684,0.7738,0.7025,0.8395,14.385797587203095,97.73548296689556,8.394784012093336,10.645340739421671,0.8089844221519096,12457.958265563248,4262.142152451896,2321.3588998618443,54.70418709821394,0.4012489423317758,-4.6697200582591165,25.445023674935083,22.381767662600957,7.302009464664506,14
472,16.2122,0.045431,126.49,1448.8,-7.95,0.697091,Rejected,RCS -8.0 > -20.0 dBsm,0.0,0.736529,0.045431,0.012117,0.031599,0.001715,16.2122,0.8579,126.49,0.1867,1448.8,0.23,4.3483,0.00048636,-7.95,0.16025,0.9176,0.8047,0.6435,10.472364209153744,68.25633184623534,6.370014629355728,10.306648711484383,0.9163630869983842,8396.737896338678,2928.850816477041,1410.1905710827518,42.78711318298181,0.8911313302690895,-5.861835023950402,9.26781280932803,51.45056900864155,3.2252597957201115,15
364,18.3033,0.032869,2022.32,2768.9,-4.95,0.717236,Rejected,Stress 2022 > 450 MPa; RCS -5.0 > -20.0 dBsm,0.0,0.601618,0.032869,0.011395,0.014661,0.006814,18.3033,0.741,2022.32,11.7568,2768.9,3.6769,0.272,0.00012632,-4.95,0.319986,0.9277,0.8721,0.8126,15.342501000204578,87.99712631064479,10.605172333993089,7.429138698514816,0.9657034321218044,15835.23027393432,6042.937491247663,3998.6303548823903,34.92575976634271,0.4684404263441263,-4.123861927101071,8.134418016592303,19.56829037701859,8.894790439888308,16
698,16.8765,0.052961,381.92,2748.5,-5.65,0.719073,Rejected,RCS -5.7 > -20.0 dBsm,0.0,0.893798,0.052961,0.011421,0.04113,0.00041,16.8765,0.8249,381.92,0.709,2748.5,0.6944,1.4401,0.00121751,-5.65,0.272328,0.9097,0.8702,0.9006,13.60211877891274,97.86492915643792,7.49514327813548,7.735375234004841,0.8801917089168344,13699.62964597916,7460.8428929768015,554.72579460808,35.145364989143594,0.2484535654321074,-5.080320747685292,10.157874849054451,54.62571859228923,8.575059497693083,17
63,22.1911,0.017984,983.83,2510.7,-9.58,0.721339,Rejected,Stress 984 > 450 MPa; RCS -9.6 > -20.0 dBsm,0.0,0.399088,0.017984,0.012171,0.005813,0.0,22.1911,0.6908,983.83,4.5132,2510.7,1.7888,0.559,0.00022094,-9.58,0.110175,0.8189,0.9437,0.8191,15.800147645417242,78.39251296052778,12.625297004704548,11.933147401901138,0.8142499556798924,11244.532731059506,2706.6920038115,2972.199255715162,26.564234321201603,0.4522654466934201,-8.337399358604575,20.36995196551495,23.14561844686956,7.700248862406347,18
644,20.1189,0.029588,442.82,2848.4,-6.44,0.728775,Rejected,RCS -6.4 > -20.0 dBsm,0.0,0.595285,0.029588,0.011675,0.017914,0.0,20.1189,0.8195,442.82,0.8149,2848.4,0.8051,1.242,0.001321,-6.44,0.227192,0.9186,0.8528,0.9223,13.918338568486956,99.95464207788478,7.683617276775549,5.058854043759535,0.7757094110744329,15344.63877321321,6596.755719401284,2923.6979636714777,37.1697144100292,0.1943081702403917,-6.417928312088897,9.157195237981744,49.05554604579864,8.911382997932098,19
263,24.1627,0.018755,576.57,2597.9,-11.86,0.735517,Rejected,Stress 577 > 450 MPa; RCS -11.9 > -20.0 dBsm,0.0,0.453161,0.018755,0.010806,0.007949,0.0,24.1627,0.7206,576.57,2.3619,2597.9,1.0483,0.9539,0.00032963,-11.86,0.065234,0.9279,0.808,0.7162,15.65527497907856,85.14044647189377,11.412462845774982,11.012427036473374,0.7209138371641352,9354.944171171495,2914.3116140749817,672.3619292619521,42.40526139064741,0.7094970797533147,-10.569013875298571,8.11292079167084,29.59199131577273,7.42894503530177,20
184,20.5975,0.024968,550.48,2215.7,-8.02,0.737881,Rejected,Stress 550 > 450 MPa; RCS -8.0 > -20.0 dBsm,0.0,0.51428,0.024968,0.010656,0.014312,0.0,20.5975,0.8388,550.48,1.2752,2215.7,1.0009,0.9991,0.00039325,-8.02,0.157732,0.9368,0.7179,0.9267,12.101648338862953,82.79459740475546,7.012630528799742,10.725773195345948,0.78463070404615,13652.545018042174,5013.160513478199,3765.3459234507577,52.91308712896041,0.1832036857698879,-6.9075875991754,7.114388722539308,48.101208555380495,7.098667810200755,21
341,19.9071,0.015251,529.49,2492.6,-8.51,0.740332,Rejected,Stress 529 > 450 MPa; RCS -8.5 > -20.0 dBsm,0.0,0.303605,0.015251,0.011251,0.004,0.0,19.9071,0.7686,529.49,1.3215,2492.6,0.9627,1.0387,0.00064938,-8.51,0.141014,0.8481,0.8507,0.6628,14.013878769953372,81.59584428389871,9.542069411174598,8.453113842098501,0.8303359068574359,12602.13777016154,3683.1277994614647,3635.162406124595,37.422111044320346,0.8429369180396884,-6.143322130013136,17.08318705826687,22.865688844445707,8.4743551544693,22
519,14.9251,0.055268,252.23,2248.0,-5.31,0.744215,Rejected,RCS -5.3 > -20.0 dBsm,0.0,0.824882,0.055268,0.010237,0.04503,0.0,14.9251,0.8872,252.23,0.3803,2248.0,0.4586,2.1805,0.00094455,-5.31,0.294191,0.8319,0.7672,0.9391,11.498257389323484,96.67967799704071,5.421541124811531,10.32989137904256,0.8271004992706393,13604.287424821032,4674.174403716052,3822.381522422073,47.15957658299723,0.1522820912000202,-3.3212731763508145,18.90622433179581,46.13337741073944,5.949098735133177,23
613,16.7626,0.037259,144.82,1709.0,-7.28,0.747841,Rejected,RCS -7.3 > -20.0 dBsm,0.0,0.624561,0.037259,0.011128,0.026131,0.0,16.7626,0.8897,144.82,0.2446,1709.0,0.2633,3.7978,0.00059728,-7.28,0.187123,0.7514,0.9273,0.9233,10.9744901499177,89.41127016234461,5.3403576238039,11.45080043185256,0.77452207084754,12559.61145487935,6424.339718851978,1358.791444813812,28.48410746393468,0.1916454394302006,-5.825169506786725,27.9690428553008,43.41912459202606,3.0145795267801065,24
148,24.0717,0.027339,575.83,1902.9,-12.01,0.755975,Rejected,Stress 576 > 450 MPa; RCS -12.0 > -20.0 dBsm,0.0,0.658093,0.027339,0.011353,0.015985,0.0,24.0717,0.6968,575.83,2.8973,1902.9,1.047,0.9551,0.00013589,-12.01,0.063019,0.8609,0.8296,0.6876,15.004064630940054,72.1142672561317,12.376292271085028,6.637382701582935,0.7354527122902907,10140.652662293676,3853.0647538575977,1112.5063413558037,39.88067396040567,0.7810420788608223,-9.448931239453872,15.649938647297695,53.14739110970181,3.93696345051434,25
532,19.5653,0.027784,277.91,2119.7,-8.23,0.756054,Rejected,RCS -8.2 > -20.0 dBsm,0.0,0.543602,0.027784,0.010655,0.017129,0.0,19.5653,0.8567,277.91,0.6576,2119.7,0.5053,1.9791,0.00050804,-8.23,0.150423,0.8446,0.8514,0.9595,12.456903033653456,95.97229897076988,6.410149654643244,7.005968106361992,0.7677599218998961,13630.786585628062,6874.539726404242,1416.7511053845287,37.33741134486035,0.1011969975915826,-6.783598368752777,17.48155898155528,20.67411163588364,4.342995101478075,26
482,16.3624,0.03688,283.86,1981.5,-4.94,0.759413,Rejected,RCS -4.9 > -20.0 dBsm,0.0,0.603452,0.03688,0.011454,0.025423,3e-06,16.3624,0.8982,283.86,0.4537,1981.5,0.5161,1.9376,0.00065308,-4.94,0.320681,0.945,0.9045,0.6095,10.781672913635898,90.79340969804142,5.07588621584736,9.09336836596506,0.8476620589489737,16422.64381101381,7715.606797305574,3944.7002752903977,31.139331582321315,0.976326997577111,-2.550073067384893,6.18610664110466,19.671017768130792,4.9306467671691685,27
681,20.6096,0.016379,341.71,2022.7,-9.87,0.759836,Rejected,RCS -9.9 > -20.0 dBsm,0.0,0.337565,0.016379,0.011076,0.005303,0.0,20.6096,0.7934,341.71,0.8337,2022.7,0.6213,1.6095,0.00049028,-9.87,0.103095,0.8025,0.791,0.8531,12.939139684217558,76.99171065881632,8.621061293977156,11.394194426451548,0.763820941466091,11926.455158169816,5030.143874812222,2003.635121940428,44.387118297033325,0.3672028053138198,-7.8214946583298754,22.22240586621687,52.294067874582815,5.418787959889324,28
230,13.604,0.060403,198.41,1656.2,-7.53,0.761289,Rejected,RCS -7.5 > -20.0 dBsm,0.0,0.821713,0.060403,0.010726,0.049677,0.0,13.604,0.9085,198.41,0.2153,1656.2,0.3607,2.772,0.00060342,-7.53,0.17658,0.8309,0.8897,0.792,9.088978882883602,68.7725988698786,4.762211197839113,9.070888492299156,0.740957343968167,9431.84548501324,2564.587498358056,3126.169152653625,32.86387882043204,0.5198780341280607,-5.206158872048189,19.02487873687444,25.192369328838467,6.283676525922581,29
431,17.6969,0.034537,892.35,1697.5,-9.74,0.765766,Rejected,Stress 892 > 450 MPa; RCS -9.7 > -20.0 dBsm,0.0,0.611203,0.034537,0.01093,0.023151,0.000457,17.6969,0.8726,892.35,2.1482,1697.5,1.6225,0.6163,0.00010336,-9.74,0.106135,0.9254,0.7375,0.7837,9.340816207179572,58.767393162594765,5.886093095320364,9.01405316289463,0.8993243851667643,10453.817639535548,4438.2175092122,2500.1547441549365,50.621430591117615,0.5406839582822107,-8.060435278039382,8.392248236914206,25.133697579732825,8.926246595432888,30
702,16.1449,0.039397,143.77,1375.4,-10.47,0.766191,Rejected,RCS -10.5 > -20.0 dBsm,0.0,0.636056,0.039397,0.011556,0.027813,2.8e-05,16.1449,0.8951,143.77,0.141,1375.4,0.2614,3.8257,0.00060102,-10.47,0.089836,0.9239,0.8071,0.9827,8.458026027027838,54.8301905473354,5.1726391048953815,7.6448622452612,0.8596141965221925,7997.154794027595,2441.9607209862543,2355.91198907084,42.50110075791192,0.0433629571787881,-9.599000291307943,8.561165351625604,22.72046780722696,5.999245174512205,31
452,16.2263,0.01937,683.0,1875.4,-9.38,0.767046,Rejected,Stress 683 > 450 MPa; RCS -9.4 > -20.0 dBsm,0.0,0.3143,0.01937,0.011107,0.004515,0.003748,16.2263,0.7873,683.0,2.5574,1875.4,1.2418,0.8053,0.00012175,-9.38,0.115404,0.8898,0.8431,0.837,12.352450420340116,68.37751234139188,8.846812882939423,5.146972687048595,0.9617462548066004,9807.868922910557,2826.5446823031407,2497.074765413159,38.3056349191332,0.4075904666034146,-7.477204967244315,12.393378294482762,52.22606453160276,5.76915602937853,32
673,20.4266,0.021649,290.68,2699.3,-8.95,0.775237,Rejected,RCS -8.9 > -20.0 dBsm,0.0,0.442214,0.021649,0.011026,0.010623,0.0,20.4266,0.8399,290.68,0.4806,2699.3,0.5285,1.8921,0.00155499,-8.95,0.127289,0.8766,0.8956,0.9836,13.425333789780758,102.42098247979015,6.976781893660846,8.929737307758616,0.7444019785823569,14040.403027791092,5833.721543858186,2437.279890571157,32.17493006412832,0.0409997222376671,-8.204250044509774,13.880657223871795,48.03952333691085,7.534583981498613,33
86,19.1293,0.036611,173.03,2087.8,-7.36,0.775298,Rejected,RCS -7.4 > -20.0 dBsm,0.0,0.700335,0.036611,0.011482,0.024039,0.00109,19.1293,0.8101,173.03,0.3338,2087.8,0.3146,3.1787,0.00123823,-7.36,0.183687,0.8215,0.7665,0.8178,14.067565698578129,97.86782207394891,8.016630743007497,11.699073000480922,0.9064645078274702,15684.667774280311,6810.6370053825685,3073.9695278428344,47.246520684041386,0.4555329762362601,-5.173280921176168,20.082952823666087,33.32100265269739,3.2424432728866206,34
28,19.6304,0.027036,206.03,2168.6,-11.52,0.779687,Rejected,RCS -11.5 > -20.0 dBsm,0.0,0.530734,0.027036,0.010761,0.012979,0.003296,19.6304,0.7901,206.03,0.6899,2168.6,0.3746,2.6695,0.00046864,-11.52,0.070545,0.7614,0.8493,0.8732,14.46851111154524,94.91947669555962,8.743518807028797,6.977420965995275,0.9466497218034904,9794.340612004646,2242.327784514387,1742.8544237112212,37.57795708095075,0.3170255352323173,-9.741493450787006,26.84741468644112,42.95590914534098,3.732915777585859,35
623,17.5645,0.026732,144.33,1613.1,-9.88,0.797801,Rejected,RCS -9.9 > -20.0 dBsm,0.0,0.469539,0.026732,0.011847,0.014885,0.0,17.5645,0.8914,144.33,0.1576,1613.1,0.2624,3.8106,0.00092099,-9.88,0.102803,0.848,0.8472,0.8572,9.921980850492176,73.79349869764782,5.288987819679864,6.3790269451134165,0.7133691164612399,11786.335629493997,6160.348613604496,1541.388948226008,37.82998340006769,0.3570870327265102,-8.672114716008526,17.101757073377964,22.955101112170304,4.319197240007641,36
209,17.9019,0.018333,213.72,1828.1,-12.93,0.798484,Rejected,RCS -12.9 > -20.0 dBsm,0.0,0.328199,0.018333,0.010987,0.006565,0.000781,17.9019,0.8688,213.72,0.3443,1828.1,0.3886,2.5734,0.00047894,-12.93,0.050898,0.912,0.8412,0.6206,10.20363959108048,68.66459807082845,6.011339244188337,11.523611334523718,0.9225069153519264,7360.226878864809,2110.5633713895418,1242.8350155532817,38.52655563925596,0.9484664796005456,-9.811455823571183,9.905015091251416,37.18769342109833,7.224102012650795,37
336,15.5686,0.043404,575.63,3056.5,-7.17,0.804421,Rejected,Stress 576 > 450 MPa; RCS -7.2 > -20.0 dBsm,0.0,0.675736,0.043404,0.011484,0.021356,0.010564,15.5686,0.7951,575.63,1.669,3056.5,1.0466,0.9555,0.00071335,-7.17,0.192041,0.8682,0.8895,0.8971,15.546348683661082,111.93612868417266,8.560131275754495,5.808944850069423,0.9746755157550404,14518.731153343622,5124.640611943645,2807.7614032103947,32.89582184726295,0.257353809174215,-5.719287991676264,14.826735825681496,41.90333918715381,7.475042182143137,38
276,17.567,0.036374,435.93,2619.6,-9.64,0.808551,Rejected,RCS -9.6 > -20.0 dBsm,0.0,0.638979,0.036374,0.010578,0.025796,0.0,17.567,0.877,435.93,0.8569,2619.6,0.7926,1.2617,0.00066273,-9.64,0.108747,0.8663,0.8687,0.7467,11.938793968785806,98.36545548108086,5.744764198387605,6.930442087129199,0.8291247850581487,12715.770443266414,4647.89421560082,2798.261985454704,35.31632751807521,0.6331837828431589,-7.497485526389028,15.037599562365886,21.34052022950114,8.98912131851256,39
289,15.2799,0.056365,422.34,2353.5,-7.4,0.811449,Rejected,RCS -7.4 > -20.0 dBsm,0.0,0.861252,0.056365,0.010823,0.045542,0.0,15.2799,0.8705,422.34,0.6941,2353.5,0.7679,1.3023,0.00075927,-7.4,0.181991,0.8251,0.9089,0.632,11.507635554178892,88.15079809064989,5.955796491319589,5.184532126046179,0.751360197742239,14224.39520512014,6511.547520371591,2833.227377933562,30.629156157911755,0.9201086918131572,-4.5799427920954585,19.67679778661221,42.26982331782073,8.326524903053059,40
638,18.6017,0.042976,661.36,2240.3,-10.28,0.816285,Rejected,Stress 661 > 450 MPa; RCS -10.3 > -20.0 dBsm,0.0,0.799423,0.042976,0.010698,0.032278,0.0,18.6017,0.8192,661.36,2.7897,2240.3,1.2025,0.8316,0.00016316,-10.28,0.093837,0.8703,0.9016,0.7588,13.354980137578648,91.917723655395,7.692741372407077,6.610612200929089,0.7832833633915289,12908.627610818,6024.046703688322,1436.208006324037,31.4831016756422,0.6028884683836447,-8.024620880643354,14.588715361678362,26.936738466491175,5.070193450930294,41
647,16.5636,0.053261,118.83,1596.6,-12.14,0.816545,Rejected,RCS -12.1 > -20.0 dBsm,0.0,0.882197,0.053261,0.010827,0.042434,0.0,16.5636,0.8409,118.83,0.1808,1596.6,0.2161,4.6285,0.0006953,-12.14,0.06112,0.7471,0.8772,0.7053,11.164732908532056,71.1778034136048,6.942981277522863,7.222810237340934,0.7740630706178291,8398.592370834258,3208.745023502388,883.9612285966374,34.33151638016922,0.7367814453213853,-9.245026240669112,28.445876652977294,45.89650670173481,3.684580792000195,42
635,16.8662,0.038571,808.17,1903.3,-12.24,0.82645,Rejected,Stress 808 > 450 MPa; RCS -12.2 > -20.0 dBsm,0.0,0.65054,0.038571,0.011331,0.016215,0.011025,16.8662,0.7157,808.17,2.633,1903.3,1.4694,0.6805,0.00017334,-12.24,0.059653,0.9052,0.743,0.7237,12.953298596083728,57.30874205061841,11.60736864292821,6.331190342480839,0.9791838554608584,9023.964154061285,2732.074227835273,2067.9288259829427,49.98268882822907,0.6906636172784456,-10.249309161226606,10.663915826317544,24.51815108873397,7.97057898845645,43
512,8.5871,0.053134,327.09,1712.3,-4.51,0.826926,Rejected,RCS -4.5 > -20.0 dBsm,0.0,0.456268,0.053134,0.012332,0.009389,0.031413,8.5871,0.7827,327.09,0.5838,1712.3,0.5947,1.6815,0.00037926,-4.51,0.354098,0.8821,0.7614,0.9735,11.110026263093213,54.26801917725736,9.017374377267227,10.206824569652277,1.033274339117225,6853.505034841549,2453.1413533351,651.6499045327682,47.835954986690055,0.0661477087220826,-3.309230727613865,13.263321479461371,54.972709469375744,8.068923303490202,44
685,22.5382,0.02048,600.64,2401.1,-14.1,0.833605,Rejected,Stress 601 > 450 MPa; RCS -14.1 > -20.0 dBsm,0.0,0.461576,0.02048,0.011622,0.008857,0.0,22.5382,0.7518,600.64,1.7499,2401.1,1.0921,0.9157,0.00038531,-14.1,0.038943,0.8234,0.9317,0.6913,14.205899922840814,78.5658380863346,10.18351373574842,7.280353657680708,0.7112255591124744,10211.06286529116,4079.6135967639866,904.1258583930075,27.964395292787227,0.7716671352045421,-11.561454609698009,19.86499939463596,47.63704116018891,7.88887736239029,45
539,12.239,0.05039,454.99,2436.8,-5.77,0.836032,Rejected,Stress 455 > 450 MPa; RCS -5.8 > -20.0 dBsm,0.0,0.616729,0.05039,0.011342,0.021691,0.017357,12.239,0.8526,454.99,1.0416,2436.8,0.8273,1.2088,0.00052522,-5.77,0.264953,0.9509,0.8602,0.885,12.643455514257404,96.8067839172007,6.546658345905219,10.464366964889322,0.9991692557921464,13988.373789022697,6567.896447482152,2009.7753693874224,36.3058141189454,0.2875382469659231,-4.365167475334552,5.524518292247015,15.857496234263657,6.627190330209865,46
563,20.1807,0.025369,335.34,3149.8,-11.37,0.843766,Rejected,RCS -11.4 > -20.0 dBsm,0.0,0.511973,0.025369,0.010554,0.014192,0.000623,20.1807,0.839,335.34,0.8338,3149.8,0.6097,1.6401,0.00107975,-11.37,0.072995,0.9532,0.854,0.7873,15.087618170096114,128.7865869347075,7.00752466227282,10.185687149182831,0.9094155745756594,13682.089570863976,3244.887362627252,3498.328650376121,37.02842072131221,0.5318036104178797,-9.77239041111567,5.263053720962372,16.649129083533563,6.562189433525646,47
307,12.2868,0.052115,148.25,1387.5,-9.24,0.847365,Rejected,RCS -9.2 > -20.0 dBsm,0.0,0.640328,0.052115,0.013087,0.025469,0.013559,12.2868,0.8732,148.25,0.1406,1387.5,0.2695,3.71,0.0007544,-9.24,0.119241,0.8983,0.9171,0.748,9.135502337908688,56.3778329504973,5.868814560842027,8.016939596999649,0.9852353341097771,9274.260084484466,2075.5271695842903,3801.112205512302,29.671396403139116,0.6301214306263492,-8.005397633043597,11.439907018350276,42.5579776308068,5.139473553295968,48
264,15.1252,0.058371,381.32,2141.5,-12.25,0.847516,Rejected,RCS -12.2 > -20.0 dBsm,0.0,0.88287,0.058371,0.011353,0.047013,5e-06,15.1252,0.8663,381.32,0.8888,2141.5,0.6933,1.4423,0.00028817,-12.25,0.059514,0.8671,0.865,0.7713,11.192410567186194,81.52367857398869,6.091964966252289,7.137945763223524,0.8366944263023612,8404.346833111567,3155.351992580983,633.9352854095742,35.75096031773362,0.5717757003441228,-10.29752444789818,14.956521970873329,49.59147361823302,7.444679917074736,49
421,19.0882,0.018935,647.83,2183.0,-12.17,0.863691,Rejected,Stress 648 > 450 MPa; RCS -12.2 > -20.0 dBsm,0.0,0.361439,0.018935,0.011267,0.007668,0.0,19.0882,0.8597,647.83,1.2614,2183.0,1.1779,0.849,0.00036165,-12.17,0.060669,0.7498,0.8379,0.942,11.086213854764283,77.24791178331952,6.307738133063378,11.622787937494792,0.7997942791401278,12768.209653119464,6112.493695053402,2188.935872118307,38.91411233059277,0.1449065343388663,-9.892072013813928,28.15104962507923,29.079971278763782,8.980878755385083,50
400,19.3934,0.020477,645.2,2173.1,-13.84,0.864355,Rejected,Stress 645 > 450 MPa; RCS -13.8 > -20.0 dBsm,0.0,0.397123,0.020477,0.01154,0.007971,0.000966,19.3934,0.8194,645.2,1.7444,2173.1,1.1731,0.8524,0.00025256,-13.84,0.041267,0.839,0.8928,0.8784,12.001183946095423,74.29296866074421,7.685893663618811,10.348023295059008,0.9240639259446588,10418.480738457703,4653.202226548135,1171.2936712078108,32.502191329420725,0.303932222479096,-12.43158197728976,18.1103078566326,24.441745006337413,8.379241405613563,51
534,17.6927,0.039342,498.65,1947.6,-13.05,0.868143,Rejected,Stress 499 > 450 MPa; RCS -13.1 > -20.0 dBsm,0.0,0.696066,0.039342,0.011102,0.023185,0.005055,17.6927,0.8026,498.65,1.0922,1947.6,0.9066,1.103,0.00033554,-13.05,0.049522,0.8021,0.7603,0.9465,11.947812416619817,68.28133215078618,8.288361884438315,8.74765403602574,0.948745152440602,10609.460631722712,3312.2412388113144,2904.785074366064,47.959231265018246,0.1336932190806541,-11.116591380565106,22.264346336668225,33.178398279499774,6.936420656429643,52
299,19.6637,0.021708,459.08,1519.7,-14.42,0.870185,Rejected,Stress 459 > 450 MPa; RCS -14.4 > -20.0 dBsm,0.0,0.426852,0.021708,0.010134,0.011574,0.0,19.6637,0.8782,459.08,0.8334,1519.7,0.8347,1.198,0.00017843,-14.42,0.03617,0.9551,0.7622,0.9515,9.082028172849093,57.31184747914119,5.705782078339036,10.28854585000566,0.8072628160383766,9996.472595280202,4318.419512885304,2264.4489380724904,47.74160552081524,0.1212202777862842,-12.82191072321679,5.051510634431208,35.93869983512653,6.80151209264972,53
26,16.6379,0.041264,129.32,1384.7,-14.44,0.874323,Rejected,RCS -14.4 > -20.0 dBsm,0.0,0.686549,0.041264,0.011678,0.029586,0.0,16.6379,0.8755,129.32,0.14,1384.7,0.2351,4.253,0.00062934,-14.44,0.035988,0.7485,0.8144,0.7304,9.102205757657115,56.71017702306523,5.791968532915219,5.714036860852574,0.8287658976955226,7885.624965121464,3516.79526159791,968.6667069339072,41.65433196404542,0.673937772843601,-12.350427165363572,28.29382661333584,20.105723450627472,5.0753916738936,54
583,21.7779,0.019823,875.71,1608.6,-15.68,0.882617,Rejected,Stress 876 > 450 MPa; RCS -15.7 > -20.0 dBsm,0.0,0.431704,0.019823,0.010748,0.009046,3e-05,21.7779,0.8071,875.71,3.2858,1608.6,1.5922,0.6281,6.788e-05,-15.68,0.027047,0.8371,0.8307,0.9414,10.883529961811746,57.792535014026186,8.125717304122615,11.385773318691369,0.8745779439127771,9910.166427852451,3569.847187046167,2519.302110092065,39.75562796579979,0.1464940261447389,-14.376262883189693,18.33106317178005,25.305782127558395,5.9796846303915965,55
67,13.3122,0.047208,182.68,2046.2,-11.71,0.887781,Rejected,RCS -11.7 > -20.0 dBsm,0.001,0.62844,0.047208,0.011192,0.023839,0.012177,13.3122,0.8665,182.68,0.2904,2046.2,0.3321,3.0107,0.00077917,-11.71,0.067509,0.9009,0.7487,0.6255,11.397252587965784,84.61713315327115,6.086055924849388,8.191865256472969,0.9822126474920736,9088.659937092045,3332.734481951325,1002.6771321011628,49.3193138576718,0.9361289078721644,-8.56008569602383,11.145453655516992,36.12423953373758,5.760366039313098,56
327,23.0829,0.037516,1039.43,1935.6,-16.69,0.891421,Rejected,Stress 1039 > 450 MPa; RCS -16.7 > -20.0 dBsm,0.0,0.865981,0.037516,0.010104,0.027412,0.0,23.0829,0.6916,1039.43,7.2815,1935.6,1.8899,0.5291,5.923e-05,-16.69,0.021419,0.9477,0.7495,0.795,14.610352317203663,67.20814460775001,12.59196102456997,10.504248438315296,0.7818994947576166,9443.38611782454,3290.587672373459,1235.9297306234112,49.22541060030497,0.5124466431447653,-14.606032629193017,5.88308031577796,32.502251807207415,5.01571295843648,57
114,18.8119,0.03624,219.19,1259.7,-15.11,0.897997,Rejected,RCS -15.1 > -20.0 dBsm,0.0,0.681742,0.03624,0.011307,0.024933,0.0,18.8119,0.8365,219.19,0.4411,1259.7,0.3985,2.5093,0.00021167,-15.11,0.030836,0.7577,0.881,0.7292,9.993091153402222,55.81068457214481,7.093756023887827,11.403079100893368,0.8062148909514423,9792.885808407838,3672.714979980889,2552.7049314534565,33.888051918394105,0.6770635253754395,-12.047810090143972,27.25961029391425,28.85099266958484,3.27241956641644,58
556,14.7371,0.039686,337.88,2077.5,-11.75,0.897999,Rejected,RCS -11.8 > -20.0 dBsm,0.0,0.584852,0.039686,0.012161,0.02263,0.004895,14.7371,0.8871,337.88,0.4141,2077.5,0.6143,1.6278,0.0007585,-11.75,0.066895,0.8018,0.9427,0.6509,10.24168573177022,76.67451150583896,5.42357652441959,9.642193930818085,0.954833370641506,11355.831443749668,5041.459807235012,2070.8187203314287,26.68997433041965,0.872692000914914,-9.651587440726049,22.296974615683595,50.95884595807616,8.818230468598417,59
661,18.5098,0.018929,234.42,2044.4,-13.37,0.898709,Rejected,RCS -13.4 > -20.0 dBsm,0.001,0.350373,0.018929,0.012152,0.006777,0.0,18.5098,0.8441,234.42,0.321,2044.4,0.4262,2.3462,0.00113023,-13.37,0.04604,0.9014,0.8989,0.9612,11.654806968988602,78.83413780538679,6.8310859102504455,6.718222235079165,0.7004400763190581,12311.50907001854,3924.496343458516,3737.1357995957055,31.799326409689066,0.0969711268188718,-13.536614309592665,11.088875438220008,36.7850175391274,6.374908511799383,60
