sample_id,is_feasible,CL_cruise,TSFC,body_height,body_length,body_nose_fineness,body_tail_fineness,body_width,cruise_mach,design_range,inlet_area,inlet_height,inlet_shield,inlet_width,inlet_x_frac,mass_GTOW,mass_empty_kg,mass_fuel_kg,mass_payload_kg,n_max,rcs_frontal,stealth_align_deg,thrust_cruise,thrust_max,vtail_cant_deg,vtail_root_chord_frac,vtail_span_frac,vtail_sweep,vtail_taper,vtail_tc,wing_AR,wing_area,wing_dihedral,wing_kink_eta,wing_root_chord,wing_span,wing_sweep_LE,wing_taper,wing_tc_root,wing_tc_tip,wing_tip_chord,wing_twist_root,wing_twist_tip,rejection_reason
0,0,0.6,2.8e-05,0.6,7.9,2.2,3.0,0.85,0.9,3700.0,0.22000000000000003,0.4,0.5,0.55,0.25,10809.524907702038,4309.524907702039,4500.0,2000.0,5.0,-10.0,15.0,40.0,120.0,30.0,0.4,0.2,35.0,0.6,0.09,8.500566666666666,66.045,3.0,0.37,4.5,11.9,35.0,0.3333333333333333,0.12,0.09,1.5,2.0,-2.0,"Fuel volume tight: need 5.62 m³, have 3.31 m³ (ratio 1.70)"
1,1,0.31102170329287004,3.70333722763975e-05,0.7626178350667405,8.337664477495256,2.4664050629225343,3.854251311279039,0.7981877667933973,1.3846821507719145,3599.288257596247,0.5436809738708057,0.6260761208764614,0.8064294471885658,0.8683943625092929,0.233804213499972,8811.997784113337,3692.537394357114,2118.143653222743,3001.3167365334784,3.764064798562777,-11.441327014029671,19.06028412305194,73.09769740233395,73.33113963599607,48.65186621895128,0.4852689475132792,0.21225732549390125,49.24353535103822,0.5369594559048099,0.09783301134313818,5.204498355029272,65.4425485736284,4.743517763837125,0.4704354650883209,5.471365058377403,9.268780342455022,26.59396824350384,0.39508345623093094,0.10917117920382857,0.08207490829354021,2.1616458175648936,3.788405862421696,-1.9110379955491963,
2,1,0.35584531574874,2.2205403324333284e-05,0.7323109088757909,9.543487919496142,2.3676366695513393,3.451969867374799,0.930333038775553,1.271875148176242,4606.487445547804,0.08820439005243039,0.23277446919618278,0.8230729466957913,0.37892639324672484,0.37173707624877605,14880.915739046493,6368.468785727492,5548.8353959699225,2963.6115573490792,5.474938647752075,-11.480693417614653,27.233859345257223,67.60790288511447,192.65374713285684,43.64117134580343,0.443929691168353,0.25386332100029557,28.15574548355778,0.7946747201654233,0.11262740864948807,7.736859582008214,111.47517615751383,2.0199272762988727,0.39973437539673057,5.972640357578143,14.749404673326023,49.35169970163561,0.36802986595544546,0.1059673089726772,0.11121879801838136,2.198110030199568,4.286584946784208,-4.586170337803643,
3,0,0.7385851098766114,3.551271043451857e-05,0.7391180810485924,11.063930989938676,3.3919486565673735,3.4247850121016428,1.0704921864973986,0.9027028061128262,2560.939322127328,0.2577226955612281,0.463090656096563,0.9860827475681041,0.5565275225667436,0.16145044719682852,9170.17084039919,3116.793819415499,5357.5829344935355,695.7940864901561,3.7794843564145717,-21.12042174063269,14.913158167531133,55.9873073247739,166.22571548262377,44.47521354024589,0.30192457448912646,0.18360954526748424,47.58228185440559,0.7122487412426712,0.10099269584005699,6.320542689322095,49.22643202637381,7.720583251359438,0.3257076744220314,4.643487674938768,8.858892142957659,42.07225541827252,0.2936980240105912,0.16417094772536836,0.09835791656622603,1.3637831546470507,0.4691016562351126,-0.09911278862392425,"Fuel volume tight: need 6.70 m³, have 2.47 m³ (ratio 2.71)"
4,1,0.46491967419820546,2.423949297234223e-05,0.7962868530918052,11.842477022842267,3.315816787155137,3.2896554876078405,0.7675813635745119,0.9101593174621195,5284.674891500916,0.19319778201253912,0.4235456794967821,0.39384431522253455,0.4561439092994146,0.2803527437607942,13587.317235498529,6671.192016475695,5961.2512783203765,954.8739407024589,4.82942879142104,-14.140218230553922,23.316180874331785,64.97251156563894,74.74967585216494,19.198623039490943,0.31433848142825926,0.2952073517578657,28.023433329223028,0.5576203666669123,0.07347109418295543,8.326271868919035,114.9294916760373,0.42234839595164697,0.39165874865589245,5.961341337704214,15.536174369548863,28.675719365531236,0.3415339773684792,0.09596073194445522,0.13027926018546243,2.0360006175172503,0.7158208950899421,-2.174950984281205,
5,0,0.6626283930151227,3.8254618900587094e-05,0.6463903591688812,8.212993462753749,1.6710030237213749,2.423536069167082,1.3035263423064505,0.9167820435868447,5093.665282838896,0.18272874862130206,0.5690596971225423,0.6956825336928675,0.3211064665891335,0.2014381886565591,8986.353384246184,3046.077018910289,3377.8381447109005,2562.4382206249943,8.204662568595584,-8.456219502440259,25.766805144266055,55.39748216742542,98.68716978074352,32.969174862811585,0.4472370845545962,0.2975425525642169,37.402491268331104,0.368529764657762,0.11958725838374419,10.843780492126717,39.068747255570536,2.2042928078036095,0.4430807058439553,2.5708001939412912,10.337324559991483,42.451474674267416,0.5893197380559266,0.1609924795407769,0.07450721143777744,1.5150232968876072,2.3706893088740886,-0.18575422235733985,"Fuel volume tight: need 4.22 m³, have 1.33 m³ (ratio 3.17)"
6,0,0.3217576729242679,2.3628917023097995e-05,0.9545676180330113,11.783039578662756,3.022855521021914,2.868206626197418,0.7873626025234736,0.8213224562502814,4473.628946603616,0.3739152184258337,0.6824566246417202,0.8236988706242586,0.5478959466795912,0.23502682016235713,10002.559567347282,4005.3695272652467,3684.7407277322923,2312.4493123497423,5.498506097432019,-20.706646950284693,15.414052647004226,68.40029711119044,115.1618815080472,45.95681084231993,0.37667840565580796,0.29388019434677776,42.6686146700503,0.32898964937751246,0.06864752866416676,6.231431336800967,67.71407671963958,3.6370580247529647,0.3834452574049955,4.110434263863175,10.316596334093104,36.76273906518155,0.7262873316738385,0.08005817824871932,0.1331822694058848,2.9853563335219038,3.10434014794541,-1.37318738891608,"Taper ratio 0.726 outside [0.08, 0.65]"
7,0,0.3473907852070356,2.7599869659595478e-05,0.9017270312074945,9.832810715470995,2.1019418091894972,3.7934424165091962,1.1071939623438722,1.10004930749217,2065.075298739544,0.23037531296936092,0.5426503018597916,0.0499654729286302,0.4245373349647277,0.15637709197511074,12677.700468091503,4377.876263941819,7440.784188302077,859.040015847606,6.0215073806723645,-10.432254630526797,13.416804078012694,63.08891473153331,145.73005354197824,20.75181213324693,0.525089681896145,0.2642999822481725,40.169821389001186,0.5552329617275631,0.09693359857597289,10.874964671530691,61.41367160204315,0.2745466563615775,0.48384348278104194,2.5077443565516666,12.979247344958043,30.474870535110888,1.039813956993401,0.15604093376079264,0.10911099250388637,2.607587582513859,2.905194923433472,-4.297690907164947,"Inverted taper: tip (2.61) > root (2.51); Taper ratio 1.040 outside [0.08, 0.65]; Fuel volume tight: need 9.30 m³, have 2.62 m³ (ratio 3.55)"
8,0,0.687176237467508,2.4669612240034234e-05,0.9239694480308354,8.840008478552539,2.8942865629317396,4.464912228889395,0.7854816012700498,0.8837839625958261,5171.410148643374,0.3917772207615004,0.5195662054232941,0.5301245351751055,0.7540467733891908,0.37259688525260853,8055.862832121311,4615.570763544359,2756.9539023105394,683.3381662664128,4.9737198883734,-10.948133710367086,25.971487916099427,64.24538371590299,125.39282932022529,47.77481211485404,0.36725369007662045,0.13257982136830013,46.43181096988582,0.79839028396045,0.11629128948024814,6.2763700508079125,80.62824724104061,-0.16699344596976773,0.4434544681851312,4.960869582988818,11.297983351004483,38.92796298742465,0.5552017839841563,0.1444098072811344,0.07921600939795838,2.7542836425881294,1.034380179722725,-3.5234278759615245,"Wing loading 100 kg/m² outside [100, 900]"
9,0,0.6270635392094019,3.952367709078935e-05,0.7001387845385095,9.491161481853812,3.0307643281416166,3.80868363492507,0.7312849167204469,1.3091058809999954,5316.7801628856305,0.19923946426285155,0.2397208153609211,0.7350285034155953,0.8311312639366704,0.2741590210895,9494.401660417678,3448.823259551421,4882.21206492989,1163.3663359363657,8.337381476081745,-18.67045022127058,16.650597244250225,36.88457587532497,66.68119603059279,26.151863149027733,0.36369176316210255,0.14538053068149406,41.33969134136824,0.3665051597635216,0.10913604068249039,10.430756898809534,46.29844387971961,3.9949112159746356,0.3686362862623567,3.2201140884459614,11.03682507393938,50.36263014689287,0.40834560647276846,0.16237427878385924,0.06975909423193985,1.314919440357972,4.851886380520801,-3.309273852707153,"Fuel volume tight: need 6.10 m³, have 1.75 m³ (ratio 3.48)"
10,0,0.810959532926022,3.4560674050675005e-05,0.5676630068100441,11.099061576888946,2.706634674508849,2.2299590404247356,0.9847390075974329,1.177552883785416,4679.290213074819,0.4466978925579555,0.676485611758107,0.1609276349481923,0.6603213502162152,0.2697586473096424,13349.757772495901,4301.299875726848,7127.2857030977375,1921.1721936713154,8.250533834810827,-21.33077830887621,16.702816658128157,29.18325965199291,107.13456183246487,41.44309191463027,0.4930020354837571,0.28226349323429567,28.567590855769474,0.48251978627318004,0.07032541256686962,9.46966209624865,63.2732839979349,-0.9113356347225572,0.28500996829719,3.8468613854918194,12.29363966095518,46.23058395195912,0.4464107004388155,0.0890984300649028,0.09469289740111038,1.7172800855884354,1.5729711582251706,-4.9902749544550185,"Fuel volume tight: need 8.91 m³, have 2.94 m³ (ratio 3.03)"
11,1,0.8310078767329021,3.439296744960953e-05,0.7165690803617499,5.261647273495312,1.6274339355016365,3.7138242767333667,0.8013618650931756,1.301476409540768,5425.924234675955,0.16105384216995897,0.2947322347128859,0.06724589146101763,0.5464412208825749,0.27695687777160694,8633.28886631555,4776.95314499807,3230.7130001649643,625.6227211525173,4.104883471521246,-19.34240834019156,8.595906109819488,73.05139001476854,133.5525611122016,27.69150038526373,0.414193275005484,0.25555492462652263,34.06573255492863,0.4719608614767494,0.09783444737125631,7.23644217998588,79.7926650222477,1.6116902775680302,0.4149475018541653,6.118769552458138,12.068327403564547,38.473455254833695,0.16818078145605123,0.08887195532245346,0.07893463800000342,1.0290594448819026,1.9790812313479962,-0.13509943029056792,
